id,sex,bizflag,zip,zip_bins,numords,dollars,last,sincepurch,version1,owntaxprod,upgraded,res1,city,state_id,state_name,population,density
366,F,0,801,1,2,43.5,11,13,0,0,0,0,International,International,International,International,International
367,M,0,801,1,2,96.5,1,18,0,0,0,1,International,International,International,International,International
368,M,0,801,1,1,9.5,14,6,0,0,0,0,International,International,International,International,International
369,M,0,801,1,1,99.5,20,35,1,0,0,1,International,International,International,International,International
370,M,0,801,1,1,53.5,4,33,1,0,0,1,International,International,International,International,International
371,M,0,801,1,1,18.5,11,13,0,0,0,0,International,International,International,International,International
372,M,0,801,1,3,179.5,3,5,0,0,0,1,International,International,International,International,International
373,M,0,801,1,4,163,28,16,0,0,0,0,International,International,International,International,International
374,M,0,801,1,1,12,13,4,0,0,0,1,International,International,International,International,International
375,F,0,801,1,1,104.5,21,6,0,0,0,0,International,International,International,International,International
376,F,0,801,1,1,9.5,6,2,0,0,0,1,International,International,International,International,International
377,M,0,801,1,3,50,28,10,0,0,0,0,International,International,International,International,International
378,M,0,801,1,2,46,13,16,0,0,0,0,International,International,International,International,International
379,F,1,801,1,1,19.5,19,6,0,0,0,0,International,International,International,International,International
380,F,1,801,1,3,169.5,4,14,0,0,0,1,International,International,International,International,International
381,M,0,801,1,1,205.5,29,18,0,0,1,1,International,International,International,International,International
382,M,0,801,1,5,436,16,22,0,0,1,1,International,International,International,International,International
383,F,0,801,1,2,41.5,25,2,0,0,0,0,International,International,International,International,International
384,F,0,801,1,1,49,17,6,0,0,0,0,International,International,International,International,International
385,M,0,801,1,2,56.5,21,20,1,0,0,0,International,International,International,International,International
386,M,0,801,1,3,129.5,12,2,0,0,0,1,International,International,International,International,International
387,M,1,801,1,1,62.5,30,3,0,0,0,1,International,International,International,International,International
388,M,1,801,1,5,239.5,26,26,0,0,1,1,International,International,International,International,International
389,M,0,801,1,2,69,35,14,0,0,0,0,International,International,International,International,International
390,M,0,801,1,1,54.5,12,22,0,0,1,0,International,International,International,International,International
391,M,0,801,1,1,19.5,12,22,1,0,0,1,International,International,International,International,International
392,M,0,801,1,2,152.5,12,7,0,0,0,1,International,International,International,International,International
393,M,0,801,1,1,211,17,4,0,0,0,1,International,International,International,International,International
394,M,0,801,1,5,139,13,23,1,0,0,1,International,International,International,International,International
395,M,0,801,1,3,120,7,28,1,0,0,0,International,International,International,International,International
396,M,0,801,1,1,104.5,23,2,0,0,0,0,International,International,International,International,International
397,F,0,801,1,1,24.5,32,31,1,0,0,0,International,International,International,International,International
398,F,0,801,1,2,129,19,12,0,0,0,0,International,International,International,International,International
399,M,0,801,1,4,83,8,25,1,0,0,1,International,International,International,International,International
400,M,0,801,1,2,214.5,34,4,0,0,0,0,International,International,International,International,International
401,U,1,801,1,1,67,8,5,0,0,0,0,International,International,International,International,International
402,U,1,801,1,3,227.5,1,31,0,0,1,1,International,International,International,International,International
403,F,0,801,1,2,79,10,22,1,0,0,0,International,International,International,International,International
404,F,0,801,1,1,129.5,13,29,0,0,1,0,International,International,International,International,International
405,M,0,801,1,4,227.5,16,36,1,0,0,1,International,International,International,International,International
406,M,0,801,1,1,70,8,21,0,0,1,1,International,International,International,International,International
407,M,0,801,1,2,39.5,27,6,0,0,0,0,International,International,International,International,International
408,M,0,801,1,2,23,15,13,0,0,0,1,International,International,International,International,International
409,M,0,801,1,1,29.5,12,1,0,0,0,1,International,International,International,International,International
410,M,0,801,1,2,94,1,15,0,0,0,1,International,International,International,International,International
411,M,0,801,1,3,315.5,5,14,0,0,0,1,International,International,International,International,International
412,M,0,801,1,1,104.5,31,7,0,0,0,0,International,International,International,International,International
413,M,1,801,1,4,83.5,1,7,0,0,0,1,International,International,International,International,International
414,M,1,801,1,2,78.5,26,7,0,0,0,0,International,International,International,International,International
415,M,0,801,1,1,59.5,22,21,1,0,0,1,International,International,International,International,International
416,M,0,801,1,2,89,32,3,0,0,0,0,International,International,International,International,International
417,F,0,801,1,1,179.5,10,5,0,0,0,1,International,International,International,International,International
418,F,0,801,1,4,192,20,22,1,0,0,0,International,International,International,International,International
419,M,0,801,1,1,7,14,3,0,0,0,1,International,International,International,International,International
420,M,0,801,1,2,8,30,22,0,0,1,0,International,International,International,International,International
421,M,0,801,1,1,45.5,19,32,1,0,0,0,International,International,International,International,International
422,M,0,801,1,1,114.5,24,8,0,0,0,1,International,International,International,International,International
423,U,0,801,1,2,111.5,17,31,1,0,0,0,International,International,International,International,International
424,U,0,801,1,1,7,3,3,0,0,0,1,International,International,International,International,International
425,M,0,801,1,1,44.5,24,7,0,0,0,1,International,International,International,International,International
426,M,0,801,1,2,44,19,24,1,0,0,0,International,International,International,International,International
427,M,0,801,1,1,44.5,9,22,1,0,0,1,International,International,International,International,International
428,M,0,801,1,3,73.5,6,24,1,0,0,0,International,International,International,International,International
429,M,0,801,1,4,264,5,9,0,0,0,0,International,International,International,International,International
430,M,0,801,1,3,182,13,35,0,0,1,1,International,International,International,International,International
431,M,0,801,1,2,61.5,12,20,1,0,0,1,International,International,International,International,International
432,M,0,801,1,1,59.5,19,8,0,0,0,1,International,International,International,International,International
